JAAR;PLAATS;Amsterdam Code,
1939;Amsterdam;11150,
1939;Rotterdam;10345,
1939;Oldekerk;11332,
1939;Gorinchem;10942,
1939;Enschede;10364,
1939;Amsterdam;11150,
1939;Amsterdam;11150,
1939;Scheveningen;11434,
1939;Vlaardingen;10811,
1939;Amsterdam;11150,
1939;Zaandam;11044,
1939;Zwolle;10093,
1939;Westzaan;11381,
1939;Zaandam;11044,
1948;Harlingen;10909,
1948;Amsterdam;11150,
1948;Zaandam;11044,
1948;Enschede;10364,
1948;Geleen;10048,
1948;Sittard;11230,
1948;Hilvarenbeek;11297,
1949;Eindhoven;11298,
1949;Diemen;11039,
1949;Wijk bij Duurstede;10760,
1949;Remmerden;10309,
1949;Amsterdam;11150,
1949;Amsterdam;11150,
1948;Varik;11064,
1948;Rotterdam;10345,
1948;Schaesberg;11335,
1948;Terwinselen;10313,
1948;Amsterdam;11150,
1948;Deventer;10899,
1948;Rotterdam;10345,
1933;Emmen;11180,
1933;Alkmaar;10527,
1933;Delden;11400,
1933;Oostburg;10782,
1933;Oostvoorne;10009,
1933;Amsterdam;11150,
1933;Dalen;11004,
1933;Drieborg;11043,
1933;Amsterdam;11150,
1933;Breda;10154,
1933;Leeuwarden;11228,
1933;Amsterdam;11150,
1933;Amsterdam;11150,
1933;Haarlem;10357,
1933;Veenendaal;11052,
1933;Neede;10367,
1933;Enschede;10364,
1933;Ten Boer;10891,
1933;Zeeland;,
1933;zeeuws-vlaanderen;,
1933;Castricum;11287,
1933;Kampen;10253,
1933;Almelo;11053,
1933;Leidschendam;10742,
1933;Rotterdam;10345,
1933;Arnhem;10795,
1933;drente;,
1933;Arnhem;10795,
1933;Wilp;10912,
1933;Amsterdam;11150,
1933;Delfzijl;10976,
1933;Apeldoorn;11075,
1933;Bennekom;10743,
1933;Rotterdam;10345,
1933;Hoofddorp;11387,
1934;Egmond aan Zee;10421,
1934;Oldenzaal;11100,
1934;Rotterdam;10345,
1946;Hardenberg;10174,
1946;Deurne;10379,
1946;Haarlemmermeer;11387,
1946;'s-Gravenhage;11434,
1946;Apeldoorn;11075,
1946;Vriezenveen;10643,
1946;'s-Gravenhage;11434,
1946;limburg;,
1949;Amsterdam;11150,
1949;Hilversum;11285,
1949;Hengelo;10359,
1949;Noordwolde;10425,
1949;Utrecht;10722,
1949;landelijk;,
1949;overijssel;,
1949;twente;,
1949;Amsterdam;11150,
1949;Veldhoven;10071,
1949;Amsterdam;11150,
1961;Volendam;10884,
1948;Amsterdam;11150,
1948;Waalwijk;11359,
1948;Nijverdal;10806,
1948;Hoek van Holland;10345,
1937;Muiden;10958,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;Groningen;10426,
1937;Amsterdam;11150,
1937;Meppel;11204,
1937;Dordrecht;11157,
1937;Rotterdam;10345,
1937;Rotterdam;10345,
1938;Delft;10928,
1938;'s-Gravenhage;11434,
1938;Rotterdam;10345,
1933;Haarlem;10357,
1933;Amsterdam;11150,
1933;'s-Gravenhage;11434,
1933;Hoofddorp;11387,
1933;Horst;11108,
1933;Sevenum;10045,
1933;Vlagtwedde;11249,
1933;overijssel;,
1933;Rotterdam;10345,
1933;Amsterdam;11150,
1933;Groningen;10426,
1933;Oostvoorne;10009,
1933;Zuidland;10316,
1933;Almelo;11053,
1933;Leiden;10702,
1933;Zwolle;10093,
1933;Amsterdam;11150,
1933;Almelo;11053,
1933;Amsterdam;11150,
1933;Amsterdam;11150,
1933;'s-Gravenhage;11434,
1933;'s-Gravenhage;11434,
1933;Haarlem;10357,
1933;Haarlemmermeer;11387,
1935;Haarlem;10357,
1935;Leiden;10702,
1935;Winsum;11135,
1935;Leiden;10702,
1935;Arnhem;10795,
1935;zuid-holland;,
1935;Amsterdam;11150,
1935;Amsterdam;11150,
1935;Amsterdam;11150,
1935;'s-Gravenhage;11434,
1935;Rotterdam;10345,
1935;Vries;10630,
1935;Maastricht;10182,
1935;Amsterdam;11150,
1935;Enschede;10364,
1935;Hilversum;11285,
1935;Amsterdam;11150,
1935;Amsterdam;11150,
1935;'s-Gravenhage;11434,
1935;Rotterdam;10345,
1935;Rotterdam;10345,
1935;Diemen;11039,
1935;Zuilen;10059,
1935;Amsterdam;11150,
1935;Oldenzaal;11100,
1935;Arnhem;10795,
1935;Groningen;10426,
1935;Amsterdam;11150,
1935;Gorinchem;10942,
1935;'s-Gravenhage;11434,
1935;Doetinchem;10396,
1935;Amsterdam;11150,
1935;Steenwijk;10546,
1935;Noordwijk;10769,
1935;Tilburg;10792,
1935;Vlaardingen;10811,
1935;Enschede;10364,
1935;Amsterdam;11150,
1935;'s-Gravenhage;11434,
1935;Amersfoort;10948,
1935;Haarlem;10357,
1935;Leiden;10702,
1936;Dongen;11412,
1936;Zundert;11192,
1936;Ulrum;10180,
1936;Haarlem;10357,
1936;Teteringen;10677,
1936;Ulrum;10180,
1936;Leiden;10702,
1936;Vlaardingen;10811,
1936;Haarlem;10357,
1936;Enschede;10364,
1936;Groningen;10426,
1936;Kampen;10253,
1936;Kampen;10253,
1936;Veldhoven;10071,
1937;Zaandam;11044,
1937;Amsterdam;11150,
1937;Stadskanaal;10825,
1937;Groningen;10426,
1937;IJmuiden;10620,
1937;Amsterdam;11150,
1937;Rotterdam;10345,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1935;Budel;10219,
1935;Utrecht;10722,
1935;Amsterdam;11150,
1935;Amsterdam;11150,
1935;Amsterdam;11150,
1935;Oldenzaal;11100,
1935;Rotterdam;10345,
1937;Amsterdam;11150,
1937;Rotterdam;10345,
1937;Rotterdam;10345,
1937;Amsterdam;11150,
1934;Groningen;10426,
1934;Leeuwarden;11228,
1934;brabant;,
1934;Amsterdam;11150,
1934;Eindhoven;11298,
1934;Amsterdam;11150,
1934;Tilburg;10792,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Vaals;10007,
1934;Medemblik;11215,
1934;Panheel;11208,
1934;Amsterdam;11150,
1937;'s-Gravenhage;11434,
1937;Bloemendaal;10850,
1937;Amsterdam;11150,
1937;Remmerden;10309,
1937;Groningen;10426,
1937;Schiedam;11260,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;'s-Gravenhage;11434,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;Gouda;10302,
1937;Eindhoven;11298,
1937;Amersfoort;10948,
1937;Amsterdam;11150,
1937;Eindhoven;11298,
1937;Amsterdam;11150,
1937;Eindhoven;11298,
1937;Raalte;10279,
1937;Rotterdam;10345,
1937;overijssel;,
1996;Malden;10600,
1972;Rotterdam;10345,
1972;Amsterdam;11150,
1972;Helmond;10932,
1972;Amsterdam;11150,
1972;Groningen;10426,
1972;Nijmegen;11209,
1972;Zwolle;10093,
1972;Winschoten;10453,
1972;Utrecht;10722,
1973;Zutphen;10254,
1946;Maastricht;10182,
1946;Steenderen;10497,
1946;Eibergen;10436,
1946;Herwen en Aerdt;10819,
1946;Zwartsluis;10303,
1946;Dordrecht;11157,
1946;Winschoten;10453,
1946;Oss;10834,
1946;Utrecht;10722,
1946;Olst;10409,
1946;Klaaswaal;10284,
1946;Wormerveer;10361,
1946;Breda;10154,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Groningen;10426,
1934;Haarlem;10357,
1934;zuid-holland;,
1934;Groningen;10426,
1934;Eindhoven;11298,
1934;Hilversum;11285,
1934;Soestdijk;11411,
1934;Hoorn;11392,
1934;'s-Gravenhage;11434,
1934;Haarlem;10357,
1934;Haarlem;10357,
1934;Haarlem;10357,
1934;Groningen;10426,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Culemborg;10342,
1934;Amsterdam;11150,
1934;Dordrecht;11157,
1934;Arnhem;10795,
1934;Almelo;11053,
1934;Amsterdam;11150,
1934;Maastricht;10182,
1934;Zaandam;11044,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;landelijk;,
1934;Rotterdam;10345,
1934;Rotterdam;10345,
1934;Rotterdam;10345,
1934;'s-Gravenhage;11434,
1934;Muntendam;10550,
1934;Winschoten;10453,
1934;Utrecht;10722,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Heemstede;11288,
1934;Roosteren;10954,
1934;Winschoten;10453,
1934;Franeker;11226,
1934;Rotterdam;10345,
1934;Neede;10367,
1934;Sibculo;10174,
1934;'s-Gravenhage;11434,
1934;Driel;10290,
1934;overijssel;,
1934;Wageningen;11010,
1934;Hillegersberg;10227,
1934;Rotterdam;10345,
1934;Lienden;11093,
1934;Rotterdam;10345,
1934;De Lier;10241,
1934;Oude Pekela;10848,
1934;Groningen;10426,
1934;Amsterdam;11150,
1934;Tienraij;11416,
1934;Hengelo;10359,
1934;Dordrecht;11157,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Het Bildt;10128,
1934;Zutphen;10254,
1934;Zaandam;11044,
1934;Silvolde;10318,
1934;Delft;10928,
1934;Krommenie;10373,
1934;Amsterdam;11150,
1934;Apeldoorn;11075,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Roosteren;10954,
1934;Tilburg;10792,
1934;Almelo;11053,
1934;Roosteren;10954,
1934;Eindhoven;11298,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Tilburg;10792,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Gouda;10302,
1934;Amsterdam;11150,
1934;Almelo;11053,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Vught;11224,
1934;'s-Gravenhage;11434,
1934;Werkendam;10078,
1934;Rotterdam;10345,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;Rotterdam;10345,
1934;Zeist;10324,
1934;Amsterdam;11150,
1934;Moergestel;11191,
1934;Amsterdam;11150,
1934;Amsterdam;11150,
1934;'s-Gravenhage;11434,
1935;Amersfoort;10948,
1935;Amsterdam;11150,
1946;Schiedam;11260,
1946;Noordoostpolder;10144,
1946;Rotterdam;10345,
1946;Amsterdam;11150,
1946;Leiden;10702,
1946;Wildervank;10825,
1946;Rotterdam;10345,
1946;Rotterdam;10345,
1946;Amsterdam;11150,
1946;Hoevelaken;11358,
1946;overijssel;,
1946;twente;,
1946;Rotterdam;10345,
1946;Amerongen;11372,
1946;Rotterdam;10345,
1946;Leiden;10702,
1945;Brummen;10798,
1945;Amersfoort;10948,
1945;Heerlen;10902,
1945;Landsmeer;11225,
1945;Amsterdam;11150,
1945;Veenendaal;11052,
1945;Rotterdam;10345,
1945;Hattem;10673,
1945;Oude Pekela;10848,
1945;Rotterdam;10345,
1945;Deventer;10899,
1945;Rotterdam;10345,
1945;Amsterdam;11150,
1945;Noordwolde;10425,
1945;Hilversum;11285,
1945;Oude Pekela;10848,
1945;Almelo;11053,
1945;Helmond;10932,
1945;Deventer;10899,
1945;Klaaswaal;10284,
1945;overijssel;,
1945;twente;,
1945;Deventer;10899,
1945;Friezenwijk;11308,
1945;Deventer;10899,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Rotterdam;10345,
1955;Amsterdam;11150,
1955;Roosendaal;10407,
1955;Rotterdam;10345,
1955;Lobith;10819,
1955;Badhoevedorp;11387,
1955;Zaandam;11044,
1955;Rotterdam;10345,
1955;'s-Gravenhage;11434,
1955;Amsterdam;11150,
1955;Rotterdam;10345,
1955;Rotterdam;10345,
1955;Hoogeveen;10839,
1955;Zaandam;11044,
1955;Krommenie;10373,
1955;Finsterwolde;10212,
1955;Deventer;10899,
1955;Rotterdam;10345,
1955;Martenshoek;10410,
1955;Amsterdam;11150,
1955;Maastricht;10182,
1995;Amsterdam;11150,
1947;Apeldoorn;11075,
1947;Veenendaal;11052,
1947;Groningen;10426,
1947;Beverwijk;10272,
1947;Tilburg;10792,
1947;Angerlo;11131,
1947;Tilburg;10792,
1947;'s-Hertogenbosch;10054,
1947;Amsterdam;11150,
1947;Etten-Leur;10750,
1947;IJmuiden;10620,
1947;Nijmegen;11209,
1946;Breda;10154,
1946;Coevorden;10383,
1946;Barneveld;10906,
1946;Heerlen;10902,
1946;Nijmegen;11209,
1946;Borne;10326,
1946;Helmond;10932,
1946;Middelburg;10483,
1936;Enschede;10364,
1936;Haarlemmermeer;11387,
1936;Utrecht;10722,
1936;noord-Holland;,
1936;Enschede;10364,
1936;Enschede;10364,
1936;Enschede;10364,
1936;Enschede;10364,
1937;Rotterdam;10345,
1937;Kampen;10253,
1937;Borne;10326,
1939;Beverwijk;10272,
1939;brabant;,
1939;Kolhorn;10973,
1939;Helmond;10932,
1939;Losser;11166,
1939;Hilversum;11285,
1939;Gennep;10542,
1939;Groningen;10426,
1939;Exloärveen;11320,
1939;Vinkeveen;11048,
1939;Dieren;11355,
1939;Amsterdam;11150,
1939;Wieringerwaard;11164,
1939;Brummen;10798,
1939;Amsterdam;11150,
1939;Emmen;11180,
1939;Rotterdam;10345,
1939;Schoonebeek;11180,
1939;Maastricht;10182,
1939;Kampen;10253,
1939;Sneek;11421,
1939;Rotterdam;10345,
1939;Amersfoort;10948,
1939;Vriezenveen;10643,
1946;Enschede;10364,
1946;Delden;11400,
1946;Rozenburg;11314,
1946;Harlingen;10909,
1948;Schiphol;11387,
1948;Amsterdam;11150,
1948;Amsterdam;11150,
1948;Rotterdam;10345,
1948;Rotterdam;10345,
1951;Sleen;10489,
1951;Schiphol;11387,
1951;Almelo;11053,
1951;IJmuiden;10620,
1951;Velsen;10620,
1951;Amsterdam;11150,
1951;IJmuiden;10620,
1951;Tilburg;10792,
1951;Amsterdam;11150,
1951;Amsterdam;11150,
1951;Zwolle;10093,
1951;Norg;10608,
1951;Nunspeet;10732,
1951;Rotterdam;10345,
1951;Velsen;10620,
1951;IJmuiden;10620,
1951;Amsterdam;11150,
1951;Ootmarsum;11079,
1951;Amsterdam;11150,
1951;Purmerend;11066,
1951;Westerbork;11095,
1952;Andijk;10822,
1952;Amsterdam;11150,
1952;Enschede;10364,
1957;Reuver;10195,
1957;Westerbroek;10410,
1957;Scheemda;10711,
1957;Amsterdam;11150,
1957;Rotterdam;10345,
1957;Amsterdam;11150,
1957;Zaandijk;11404,
1957;Amsterdam;11150,
1957;Hoogezand;10410,
1957;Amsterdam;11150,
1957;Middelburg;10483,
1957;Souburg;,
1957;Amsterdam;11150,
1935;Amsterdam;11150,
1935;zuid-holland;,
1935;Utrecht;10722,
1935;Gouda;10302,
1935;Bilthoven;10168,
1935;Rotterdam;10345,
1935;Amsterdam;11150,
1935;Belfeld;10292,
1935;Enschede;10364,
1935;Amsterdam;11150,
1935;Zaandam;11044,
1935;Amsterdam;11150,
1935;Oss;10834,
1935;Zwolle;10093,
1935;Amsterdam;11150,
1935;Appelscha;10836,
1935;Wassenaar;10164,
1935;Enschede;10364,
1935;Amsterdam;11150,
1935;Amsterdam;11150,
1935;'s-Gravenhage;11434,
1935;Tegelen;11333,
1935;Amsterdam;11150,
1935;Moergestel;11191,
1935;Rotterdam;10345,
1935;Amsterdam;11150,
1936;Best;10442,
1936;'s-Gravenhage;11434,
1936;Amsterdam;11150,
1936;'s-Gravenhage;11434,
1936;Oss;10834,
1936;Amsterdam;11150,
1936;Amsterdam;11150,
1936;Zutphen;10254,
1936;Voorburg;11103,
1936;Borne;10326,
1936;Veldhoven;10071,
1936;Zaandam;11044,
1936;Borne;10326,
1936;Silvolde;10318,
1936;Amsterdam;11150,
1936;'s-Gravenhage;11434,
1936;Giessendam;10167,
1936;Vught;11224,
1936;Wisch;10318,
1936;Amsterdam;11150,
1936;Zeist;10324,
1936;Ginneken;10154,
1936;'s-Gravenhage;11434,
1936;Almelo;11053,
1936;Lonneker;10364,
1936;Oldenzaal;11100,
1936;Schiedam;11260,
1936;Pannerden;10518,
1936;Wormerveer;10361,
1936;Badhoevedorp;11387,
1936;Hilversum;11285,
1936;Heteren;10290,
1936;Rotterdam;10345,
1936;Dinteloord;10731,
1936;Fijnaart;10206,
1936;Steenbergen;10731,
1936;Halsteren;10387,
1936;Dinteloord en Prinsenland;11193,
1936;Amsterdam;11150,
1936;Amsterdam;11150,
1936;'s-Gravenhage;11434,
1936;Amsterdam;11150,
1936;Bergen op Zoom;11037,
1936;Tilburg;10792,
1936;Schiedam;11260,
1936;Haarlem;10357,
1937;Gouda;10302,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;Amsterdam;11150,
1937;Spijkenisse;10735,
1937;Wierden;10676,
1937;Haarlem;10357,
1937;Amsterdam;11150,
1937;Leiden;10702,
1937;Rotterdam;10345,
1937;Nieuwer-Amstel;10799,
1937;Hilvarenbeek;11297,
1937;Vlaardingen;10811,
1939;Nuth;10104,
1939;'s-Gravenhage;11434,
1939;Amsterdam;11150,
1939;Groningen;10426,
1939;landelijk;,
1939;'s-Gravenhage;11434,
1939;Noordwijk;10769,
1939;Rotterdam;10345,
1939;IJmuiden;10620,
1939;Amsterdam;11150,
1939;zuid-holland;,
1939;beijerland;,
1939;Amsterdam;11150,
1939;Delfzijl;10976,
1946;Breda;10154,
1946;Vriescheloo;10340,
1946;Amsterdam;11150,
1946;Buren;11286,
1946;Venray;11222,
1946;Delft;10928,
1946;Koudekerke;11428,
1946;Amsterdam;11150,
1946;Wageningen;11010,
1946;Rijssen;10358,
1946;Schiphol;11387,
1946;Amsterdam;11150,
1946;Groningen;10426,
1946;Delfzijl;10976,
1946;Bunnik;10820,
1946;zuid-holland;,
1946;Sas van Gent;10704,
1946;Rhenen;10309,
1946;Houten;10230,
1946;Haarlem;10357,
1946;Breskens;10233,
1946;Helmond;10932,
1946;Amsterdam;11150,
1946;Gouda;10302,
1946;Nieuwe Pekela;10848,
1946;Enschede;10364,
1946;Elst;11188,
1946;Sneek;11421,
1946;Vlissingen;10270,
1946;Enschede;10364,
1946;Tilburg;10792,
1946;Beek;10408,
1946;Harlingen;10909,
1946;Amsterdam;11150,
1946;Delft;10928,
1946;Delfzijl;10976,
1946;Enschede;10364,
1946;Gouda;10302,
1946;Groningen;10426,
1946;IJmuiden;10620,
1946;Leiden;10702,
1946;Sappemeer;10080,
1946;Weesp;10773,
1946;Weesperkarspel;10377,
1946;Winschoten;10453,
1946;Zaandam;11044,
1946;Haarlemmermeer;11387,
1946;Tilburg;10792,
1946;Domburg;10236,
1946;limburg;,
1946;Eindhoven;11298,
1946;noord-Holland;,
1946;houtrakpolder;,
1946;landelijk;,
1946;Gemert;10277,
1946;Oldenzaal;11100,
1946;Koudekerke;11428,
1946;Sas van Gent;10704,
1946;Almelo;11053,
1946;Bussum;10281,
1946;Hilversum;11285,
1937;Zutphen;10254,
1937;Utrecht;10722,
1937;Eindhoven;11298,
1937;Amsterdam;11150,
1939;Amsterdam;11150,
1939;Dirksland;11344,
1939;Beverwijk;10272,
1939;Amsterdam;11150,
1939;Amsterdam;11150,
1939;Amsterdam;11150,
1939;Amsterdam;11150,
1939;Wijster;10520,
1939;Vaals;10007,
1939;Exloärveen;11320,
1939;Hoogeveen;10839,
1939;Rijssen;10358,
1946;Zeeland;,
1946;Smilde;11033,
1946;'s-Hertogenbosch;10054,
1946;Oldenzaal;11100,
1946;Breda;10154,
1946;Dinteloord;10731,
1946;Drunen;10428,
1946;Eindhoven;11298,
1946;Hoogeveen;10839,
1946;Groesbeek;10616,
1946;Almkerk;10788,
1946;Hengelo;10359,
1946;Venray;11222,
1946;'s-Gravenhage;11434,
1946;Hengelo;10359,
1946;Amsterdam;11150,
1946;Amsterdam;11150,
1946;Kesteren;10916,
1946;Almelo;11053,
1946;Kampen;10253,
1946;Veenendaal;11052,
1946;Staphorst;11362,
1946;Oostdongeradeel;11102,
1947;Leiden;10702,
1947;Zeeland;,
1947;zuid-beveland;,
1947;Amsterdam;11150,
1947;Beverwijk;10272,
1947;Helmond;10932,
1947;Bussum;10281,
1947;Rotterdam;10345,
1947;Venlo;10477,
1947;Enschede;10364,
1947;Hembrug;11044,
1947;Rotterdam;10345,
1947;Helmond;10932,
1947;Hoofddorp;11387,
1947;Roosendaal;10407,
1948;Helmond;10932,
1948;Oldenzaal;11100,
1948;Enschede;10364,
1948;Lichtenvoorde;10242,
1948;Rotterdam;10345,
1948;Enschede;10364,
1951;Amsterdam;11150,
1951;Drachten;10405,
1951;Krommenie;10373,
1951;Amsterdam;11150,
1951;Enschede;10364,
1951;Emmen;11180,
1951;Amsterdam;11150,
1951;Vriezenveen;10643,
1951;Zaandam;11044,
1951;Amsterdam;11150,
1951;Maastricht;10182,
1951;Heerenveen;10680,
1950;Lisse;10197,
1950;Noordwijkerhout;11134,
1950;Tiel;10027,
1950;Velsen;10620,
1950;Groningen;10426,
1950;Almelo;11053,
1950;Sappemeer;10080,
1950;Vriezenveen;10643,
1950;Hilversum;11285,
1950;Groesbeek;10616,
1950;Amsterdam;11150,
1950;Oldenzaal;11100,
1950;'s-Gravenhage;11434,
1938;Schiedam;11260,
1938;Zeeland;,
1938;'s-Gravenhage;11434,
1938;Amsterdam;11150,
1938;Amsterdam;11150,
1938;Maarssen;10191,
1938;Sevenum;10045,
1938;Hoogkerk;10953,
1938;Tegelen;11333,
1938;zuid-holland;,
1938;Haarlem;10357,
1938;Staphorst;11362,
1938;Montfoort;10033,
1938;Montfoort;10033,
1938;Gorinchem;10942,
1938;Rotterdam;10345,
1938;Amsterdam;11150,
1938;Gouda;10302,
1938;Enschede;10364,
1938;Amsterdam;11150,
1938;Katwijk;10707,
1938;Scheveningen;11434,
1938;Vlaardingen;10811,
1938;Amsterdam;11150,
1938;Haarlem;10357,
1938;Badhoevedorp;11387,
1949;Wageningen;11010,
1949;Amsterdam;11150,
1949;Amsterdam;11150,
1949;Rotterdam;10345,
1961;Foxhol;10410,
1961;Hoogezand;10410,
1961;Martenshoek;10410,
1961;Sappemeer;10080,
1961;Westerbroek;10410,
1961;Maastricht;10182,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Amsterdam;11150,
1962;Rotterdam;10345,
1962;Arnhem;10795,
1947;Leiden;10702,
1947;Dodewaard;10647,
1947;Druten;10068,
1947;IJsselstein;10152,
1947;Lienden;11093,
1947;Rhenen;10309,
1947;Zwolle;10093,
1947;Pannerden;10518,
1947;Budel;10219,
1947;Nijmegen;11209,
1947;Wageningen;11010,
1947;Wageningen;11010,
1947;Foxhol;10410,
1951;Emmen;11180,
1951;Velsen;10620,
1951;Tiel;10027,
1952;Amsterdam;11150,
1952;America;11108,
1952;Amsterdam;11150,
1952;Amsterdam;11150,
1952;Amsterdam;11150,
1952;Volendam;10884,
1969;Amsterdam;11150,
1969;Weesp;10773,
1969;Rotterdam;10345,
1949;Amsterdam;11150,
1949;Amsterdam;11150,
1949;Amsterdam;11150,
1949;Rotterdam;10345,
1949;Amsterdam;11150,
1949;Leiden;10702,
1949;Hoogezand;10410,
1949;Rotterdam;10345,
1949;Rotterdam;10345,
1949;Enschede;10364,
1949;Amsterdam;11150,
1949;Enschede;10364,
1949;Krommenie;10373,
1949;Amsterdam;11150,
1949;Amsterdam;11150,
1949;Geldrop;10529,
1949;Neede;10367,
1949;Rotterdam;10345,
1949;Almelo;11053,
1949;Dordrecht;11157,
1949;Zaandam;11044,
1949;Almelo;11053,
1949;Rotterdam;10345,
1949;Amsterdam;11150,
1949;Rotterdam;10345,
1949;Reusel;10162,
1949;Amsterdam;11150,
1948;Amsterdam;11150,
1948;Culemborg;10342,
1948;Rotterdam;10345,
1948;Apeldoorn;11075,
1948;Vlaardingen;10811,
1948;Amsterdam;11150,
1948;Spijkenisse;10735,
1948;Coevorden;10383,
1948;Groningen;10426,
1948;Leiden;10702,
1948;Neede;10367,
1948;Amsterdam;11150,
1964;Amsterdam;11150,
1964;Edam;10884,
1964;Amsterdam;11150,
1964;Amsterdam;11150,
1964;Hardenberg;10174,
1964;Culemborg;10342,
1964;Amsterdam;11150,
1964;Epe;10940,
1964;Weesp;10773,
1965;Zaandam;11044,
1965;Amsterdam;11150,
1970;Hoorn;11392,
1970;Petten;10004,
1970;Eindhoven;11298,
1970;Winschoten;10453,
1970;Rotterdam;10345,
1970;Schiedam;11260,
1970;Rotterdam;10345,
1970;Amsterdam;11150,
1970;Amsterdam;11150,
1970;Amsterdam;11150,
1970;Rotterdam;10345,
1970;landelijk;,
1971;Enschede;10364,
1994;Rotterdam;10345,
1994;Roermond;11313,
1994;landelijk;,
1994;landelijk;,
1994;Venray;11222,
1994;Rotterdam;10345,
1994;Rotterdam;10345,
1994;Rotterdam;10345,
1994;Rotterdam;10345,
1997;Wijchen;10723,
1997;Groningen;10426,
1997;drente;,
1997;Rotterdam;10345,
1979;Middelburg;10483,
1979;Amsterdam;11150,
1979;Amsterdam;11150,
1979;Rozenburg;11314,
1979;Rotterdam;10345,
1979;Veenendaal;11052,
1979;Rijen;11375,
1979;landelijk;,
1979;Amsterdam;11150,
1979;Rotterdam;10345,
1979;Amsterdam;11150,
1979;Nunspeet;10732,
1987;Terschelling;11210,
1987;Delfzijl;10976,
1987;Rotterdam;10345,
1987;Nootdorp;10601,
1987;Amsterdam;11150,
1987;Amsterdam;11150,
1987;Amsterdam;11150,
1987;Lelystad;11110,
1987;Groningen;10426,
1987;landelijk;,
1987;'s-Gravenhage;11434,
1987;Enschede;10364,
1987;Nijkerk;10446,
1991;Amsterdam;11150,
1991;Zwolle;10093,
1991;Cuijk;10023,
1991;Amsterdam;11150,
1991;Rotterdam;10345,
1991;Rotterdam;10345,
1991;Amersfoort;10948,
1991;Breda;10154,
1991;Haarlem;10357,
1991;Leeuwarden;11228,
1991;Leiden;10702,
1991;Roosendaal;10407,
1991;landelijk;,
1991;Rotterdam;10345,
1991;Rotterdam;10345,
1991;Rotterdam;10345,
1991;Venlo;10477,
1991;Helmond;10932,
1949;Amsterdam;11150,
1949;Reusel;10162,
1949;Leiden;10702,
1949;Eindhoven;11298,
1949;Zaandijk;11404,
1949;Leeuwarden;11228,
1949;Zaandijk;11404,
1938;'s-Gravenhage;11434,
1938;Utrecht;10722,
1938;Gorssel;10085,
1938;Warnsveld;10838,
1938;Hengelo;10359,
1938;Amsterdam;11150,
1938;Hillegom;11236,
1938;Amsterdam;11150,
1938;Amersfoort;10948,
1938;Rotterdam;10345,
1938;Rotterdam;10345,
1938;Zeist;10324,
1938;Amsterdam;11150,
1938;Utrecht;10722,
1938;Veere;10369,
1938;Groningen;10426,
1938;Oostkapelle;10720,
1938;'s-Gravenhage;11434,
1938;Gouda;10302,
1938;Utrecht;10722,
1938;Rijswijk;11133,
1938;Gouda;10302,
1938;Maasland;10393,
1938;brabant;,
1938;Amsterdam;11150,
1938;Amsterdam;11150,
1938;Bemmel;10744,
1938;'s-Gravenhage;11434,
1938;Rucphen;11152,
1938;Arnhem;10795,
1938;zuid-holland;,
1938;Bolnes;10646,
1938;Rotterdam;10345,
1938;Wijster;10520,
1938;Schaesberg;11335,
1938;Amsterdam;11150,
1938;Elst;11188,
1938;Rotterdam;10345,
1938;'s-Gravenhage;11434,
1938;Sassenheim;10612,
1938;Driel;10290,
1938;Haarlem;10357,
1938;Staphorst;11362,
1938;Herveld;11071,
1938;Gorinchem;10942,
1938;Kruiningen;10077,
1938;Venlo;10477,
1938;Schoonoord;10489,
1938;Amsterdam;11150,
1938;Apeldoorn;11075,
1938;Oirschot;10225,
